"","user_name","user_location","date","text"
"5769","Pulsus Conferences","UK",2020-08-13,"10th World Congress on Immunology (webinar)
August 24, 2020 | Webinar (Melbourne, Australia)

Visit:… https://t.co/SY4JCuyAPw"
"5770","Gloucestershire CC","UK",2020-08-13,"Spaces are available today at the drive-through mobile testing unit at Cheltenham North RFC, Stoke Orchard Road, Bi… https://t.co/EP7FUnHMI5"
"5771","Lincs Comm Health","UK",2020-08-13,"Extra weight puts extra pressure on your body, making it harder to fight against diseases like cancer, heart diseas… https://t.co/T5wTLJJK8d"
"5772","Norwich City Council","UK",2020-08-13,"The clock is ticking on your chance to apply for cash help if you are a #smallbusiness, #freelance or #selfemployed… https://t.co/PsFierNC2m"
"5773","St Paul's Police","UK",2020-08-13,"We're very pleased to share with you a little film made by one of the volunteers @port_hands showcasing some of the… https://t.co/wPnEsdD1QQ"
"5774","Alison Currie","UK",2020-08-13,"Unacceptable that still no dental treatment in scotland.  Why? @NicolaSturgeon "
"5775","Ballymore Disgruntled","UK",2020-08-13,"@g_bonfiglio @ballymore this was the lovely communication from "
"5776","Victoria Foote","UK",2020-08-13,"We have been holding online ninja classes since March &amp; are still teaching during the school hols to children who a… https://t.co/WtyNrGFc35"
"5777","mina naguib","UK",2020-08-13,"For context: pre #COVID19, doing 4-5 transplants over a weekend of anaesthetic night shifts wouldn’t be considered… https://t.co/CtwP9yni0N"
"5778","Work in Mind","UK",2020-08-13,"New guidance for reducing "
"5779","Global.TV","UK",2020-08-13,"#JustIn | Ram Temple Trust head Nritya Gopal Das tests positive for #COVID19, shared stage with PM in Ayodhya.… https://t.co/IgC8QZHcwG"
"5780","shazmanr","UK",2020-08-13,"@BorisJohnson @ChronandEcho you’re having us on right? This is a joke isn’t it? Next we will be using anti bacteria… https://t.co/4vbO9ZUwNm"
"5781","Tina McGuff","UK",2020-08-13,"Wishing I could be back in 2018...a #happinessfestival was the highlight of my year. 

Hoping 2021 brings us all ba… https://t.co/q5aAa1btPQ"
"5782","Mohammed Usman","UK",2020-08-13,"@BorisJohnson and @GavinWilliamson , well done on ruining the dreams of thousands of students , who will one day be… https://t.co/xYMzcMPDud"
"5783","AerosolSHIELD","UK",2020-08-13,"“Portable protection for the pandemic” "
"5784","NHS Grampian","UK",2020-08-13,"Remember #FACTS

F: Face coverings
A: Avoid crowded places
C: Clean your hands and surfaces regularly
T: Two-metre… https://t.co/H1g6mgSltI"
"5785","CENSIS","UK",2020-08-13,"Why innovation matters even more in a time of crisis: CENSIS CEO @CENSIS121_Paul on the role of "
"5786","SAY “NO” TO MASKS","UK",2020-08-13,"So, what about all the people who undeniably didn’t die of #COVID19 but who were left high and dry by an #nhs which… https://t.co/xOfTA1gDFr"
"5787","stuart 1109","UK",2020-08-13,"Reading a lot about how busy the "
"5788","sue and spike","UK",2020-08-13,"Posted withregram • ledbydonkeys ""World beating""
(Location: Kensington, London) #ledbydonkeys #borisjohnson… https://t.co/EBGYJnegcC"
"5789","South Ribble Borough Council","UK",2020-08-13,"Best of luck to everyone receiving their #ALevelResults &amp; #btecresults today in #southribble 

While we're sure you… https://t.co/psedzFfZiW"
"5790","Tina McGuff","UK",2020-08-13,"Wishing I could be back in 2018...a #happinessfestival was the highlight of my year. 

Hoping 2021 brings us all ba… https://t.co/OftIk4oCw0"
"5791","Miss J Harding","UK",2020-08-13,"@TeacherTapp It’s concerning: 1) how many teachers do not know the plans in place for September regarding masks wor… https://t.co/GbjpyFHSd6"
"5792","shaun sandiford","UK",2020-08-13,"1st ice cream now this. Please focus on #COVID19. Take your own medicine. Stay alert, blah, blah, blah.

Priti Pate… https://t.co/y0Eyy6UxRq"
"5793","Office for National Statistics (ONS)","UK",2020-08-13,"To isolate the impact of air pollution on #COVID19 deaths, we developed a statistical model to compare deaths among… https://t.co/4K91TD0swz"
"5794","NCISH","UK",2020-08-13,"See the @TheLancetPsych for a comment on 'Suicide risk and prevention during the "
"5795","Molly Gambiza","UK",2020-08-13,"Good morning @TfL 
Have you changed safety measures on your buses? When all the seats have been taken, the drivers… https://t.co/edglbhhXhV"
"5796","Positive Ageing","UK",2020-08-13,"Loss of ‘will to live’, very worrying to hear about in care homes.  https://t.co/9bXsHKv2xL
Psychgological impact o… https://t.co/HLBlp78qbb"
"5797","Axis","UK",2020-08-13,"Good to be working with you @OfficialCCHA keeping our residents safe at all times
#SafetyFirst #Covid19 https://t.co/p4METwaA0n"
"5798","Gilly Bryant","UK",2020-08-13,"EY research reveals, with the increasing reliance on home broadband amid the #COVID19 pandemic, guaranteed improvem… https://t.co/hw1JYtGrt1"
"5799","Office for National Statistics (ONS)","UK",2020-08-13,"While #COVID19 deaths were more common in highly polluted areas early in the pandemic, this trend decreased as the… https://t.co/XvbdGOH2U6"
"5800","🌈 Pam Charles BSc(Hons) MSc IT 🌈","UK",2020-08-13,"@Cabinet @Conservatives @BorisJohnson devoid of intelligence and empathy. "
"5801","50:50 Parliament","UK",2020-08-13,"Love @amolrajan @BBCRadio4 @BBCNews "
"5802","MusicforDementiaUK","UK",2020-08-13,"Opportunities for "
"5803","Inter Faith Network","UK",2020-08-13,"From "
"5804","Captain Binky","UK",2020-08-13,"Jesus Christ this is a clusterfuck of Jepic proportions "
"5805","Institute of Global Health Innovation","UK",2020-08-13,"Over 100,000 people in England have tested themselves for #coronavirus antibodies as part of our REACT programme.… https://t.co/BhrJFQBbkP"
"5806","The QEH King's Lynn","UK",2020-08-13,"Make sure you know how to properly wash your hands. 

If you're unsure, please visit https://t.co/sHgHAAS2JQ for a… https://t.co/HuGtVXJ7JK"
"5807","Drains First Ltd","UK",2020-08-13,"Driver of this car overtook my van nearly head on into a Milford's builders merchants truck yesterday afternoon on… https://t.co/64lCnKui9t"
"5808","Ballymore Disgruntled","UK",2020-08-13,"@CCScheme @tome_sara @ballymore Try living in a @ballymore hell property, no hot water for 4 weeks in a pandemic, 4… https://t.co/zWMHcwAVTG"
"5809","Office for National Statistics (ONS)","UK",2020-08-13,"Exposure to air pollution can cause breathing difficulties and other lung and heart conditions.

More than one-thir… https://t.co/R1rZg4UKRz"
"5810","HH","UK",2020-08-13,"Wear a mask ! "
"5811","TechMarketView","UK",2020-08-13,"FY20 results indicate @Cisco declines are set to persist in Q1 https://t.co/pWRJvJbcj0 "
"5812","Martin Dawes","UK",2020-08-13,"Communities are having all sorts of conversations with leaders over "
"5813","Radio News Hub","UK",2020-08-13,"A study suggests nearly 3.5 million people in England have had #COVID19 
https://t.co/A0wNyelCgB https://t.co/wEv4MBjEzE"
"5814","Scott","UK",2020-08-13,"The last 5 months: 

#COVID19 #ThursdayThoughts #Productivity https://t.co/MtgEnkQn5o"
"5815","Add People","UK",2020-08-13,"We know how difficult it's been over the last few months for business owners, which is why we've made it our missio… https://t.co/6WHl6F9ypr"
"5816","Peter Drobac","UK",2020-08-13,"It’s not too late to go on offense against "
"5817","Office for National Statistics (ONS)","UK",2020-08-13,"We have investigated the link between air pollution and #COVID19 deaths in England.

We found some evidence to sugg… https://t.co/gm63XEwHvc"
"5818","Rasha Abdelsalam","UK",2020-08-13,"Important updates from @US_FDA updates on hand sanitizers consumers should not use, including warning from… https://t.co/9rLx7qkPlJ"
"5819","UnitedReformedChurch","UK",2020-08-13,"Use this roll of tape to mark out 2m gaps and advise about social distancing in your church. Easy to add to all typ… https://t.co/4GYd18Cp9T"
"5820","MHI Air Conditioning Europe","UK",2020-08-13,"#Covid19 is compounding existing industry #skills gaps, but it has also “creating new opportunities &amp; accelerated p… https://t.co/HzBaRKnKFV"
"5821","The Day","UK",2020-08-13,"Stories from the past week: 
1/ Is ""zero"" the greatest idea of all?
2/ Should James Bond change with the times?
3/… https://t.co/MUge8l8rf9"
"5822","Alicia Lea 🐢","UK",2020-08-13,"First time back in the office since March. I can finally change that desk calandar I was so excited to buy to jazz… https://t.co/T3Jmvy6qUf"
"5823","Eryk Gadomski","UK",2020-08-13,"My life would have been a lot different if I had gotten my predicted grades! I probably would have been and graduat… https://t.co/4BS8LvAjMu"
"5824","RCN_NWales Branch","UK",2020-08-13,"RCN Wales Director @helenwhyley was quoted in @northwaleslive saying that she is proud of how the nursing community… https://t.co/KD09F0Kh0E"
"5825","IASS Network","UK",2020-08-13,".@ncbtweets want to hear from children, teenagers and young adults about their experience of the #COVID19 global pa… https://t.co/H2JAhhAMDn"
"5826","Henry Schein UK","UK",2020-08-13,"Today is your last chance to save over 50% on our single use products by calling our telesales team!

Why should yo… https://t.co/jLooHrN9KU"
"5827","AKFP Group","UK",2020-08-13,"#Covid19 has affected #holiday plans, even with air bridges now being established. Make sure you understand the res… https://t.co/fQw35In8Iw"
"5828","techxlr8","UK",2020-08-13,"As part of #TechinAction, #LTW is showcasing the #innovators using tech to build a better world.

With most people… https://t.co/SRmQ5sL7Jc"
"5829","Belfast Telegraph","UK",2020-08-13,"Coronavirus: We're at most dangerous stage of the pandemic, Robin Swann warns #coronavirus #COVID19… https://t.co/gZF1GEg7QZ"
"5830","HCS SAFETY","UK",2020-08-13,"As we adapt to the new normal we have extended one of our training rooms to accommodate more delegates at a safe so… https://t.co/AGRjsbJeho"
"5831","Colin-Roy Hunter","UK",2020-08-13,"Y’day went for physio. Appalled many folk in #Hale and #Altrincham (#Trafford), not socially distancing, not wearin… https://t.co/JACryR9Vm0"
"5832","Community RePaint","UK",2020-08-13,"Remember you should be wearing a face covering when visiting our schemes to follow government guidelines "
"5833","Digivante","UK",2020-08-13,"Which e-commerce industries are the biggest "
"5834","Ben Howlett","UK",2020-08-13,"Last year, I saw first hand the impact of #cancer upon my family. There is no better moment than getting the “all c… https://t.co/og6SxQC3fb"
"5835","Sofia Buncy","UK",2020-08-13,"@KimShutler @BME_Dementia @G_tonCentre @khidmat_centres @ishtiaq46680947 @FoziaShaheen3 @BevCllr Thank you… https://t.co/JyXEKdzoPO"
"5836","Alan Freestone","UK",2020-08-13,"Are the draconian measures being taken right now in NZ (forced Covid testing, 'camps' if you test +ve) an example o… https://t.co/X0xYjWXcfP"
"5837","Salford City Council","UK",2020-08-13,"Meet people from other households outside and stay 2 metres away from them. Together, we can protect Salford from c… https://t.co/eG30iR5aQe"
"5838","Seraphina Willow","UK",2020-08-13,"Why not try a karate party? Covid-19 aware and safe. "
"5839","HealthcareENV","UK",2020-08-13,"One picture is Mexico piling up medical wage in the elements. The other is the UK welcome to a seemingly top 5 deve… https://t.co/pRmK6g09J7"
"5840","Bill Labich","UK",2020-08-13,"We get to reimagine everything (for the better) before "
"5841","Ben Smith PhD","UK",2020-08-13,"Impact of "
"5842","Gurinder Singh","UK",2020-08-13,"It is down to each individual to follow this so we can break the "
"5843","Open House Estate Agent Solihull & Birmingham","UK",2020-08-13,"Will house prices fall? 

#Recession #COVID19

https://t.co/GIgNkTOodA"
"5844","Dr Taslim Aarbi","UK",2020-08-13,"The best thing of "
"5845","Ex Miner","UK",2020-08-13,"@antoniosteve All of the mentioned above have NO shame, they have all profited out of ordinary peoples misery durin… https://t.co/7sf6TNfX7x"
"5846","Tom Solomon","UK",2020-08-13,"Congratulations to all the #AlevelResults students. 
Liverpool University is all set &amp; ready to welcome you to our… https://t.co/RMvAUd3Avb"
"5847","Tabitha Gana","UK",2020-08-13,"Flatus: An aerosol generating concern during the COVID‐19 pandemic https://t.co/hcDirqRRrn 
Food for thought… https://t.co/py39nQPoBL"
"5848","NCB","UK",2020-08-13,"Children &amp; young people share their experiences of not being at school and consider what support they will need whe… https://t.co/SQwActfqxg"
"5849","RoySocMed","UK",2020-08-13,"📍 #RSMLive #COVID19 Series | Managing local outbreaks

🗣️ Dr Lilith Whittles @ilithwhittles
🗣️ Ivan Browne… https://t.co/a3o1O6NSpN"
"5850","Hull University Teaching Hospitals NHS Trust","UK",2020-08-13,"Hull University Teaching Hospitals NHS Trust is looking for volunteers aged 70 and over to take part in our trial o… https://t.co/hMhrq5fSqL"
"5851","DriverHire Franchise","UK",2020-08-13,"#COVID19 presented us with challenges of a type, and on a scale, that none of us has ever seen before. The incredib… https://t.co/xDyagVTn4k"
"5852","GRACE 🌸","UK",2020-08-13,"** NEW **

Why I'm Happy To Keep Parts Of Lockdown Life After The Pandemic! ✨

https://t.co/WUpEasckMZ

#Lockdown… https://t.co/hwchPfKULH"
"5853","NHS Devon CCG","UK",2020-08-13,"The #NHSApp allows you to check your symptoms, book appointments and order repeat prescriptions whilst self isolati… https://t.co/Lg2KJBkY3g"
"5854","Jan Vesely","UK",2020-08-13,"@BorisJohnson modern version of Don Quixote "
"5855","Advance Tapes","UK",2020-08-13,"The "
"5856","Nesta","UK",2020-08-13,"What will the world be like post "
"5857","icapevents","UK",2020-08-13,"@LizShanahan @icap1 @cwpluscharity @kerryhospice Well done @LizShanahan for supporting @icap1 for our… https://t.co/ni3DWv8d9h"
"5858","Carla Assuncao","UK",2020-08-13,"Follow us on "
"5859","Louise","UK",2020-08-13,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/FzzSPWm3Ik"
"5860","Opto 📈 Trading Intelligence","UK",2020-08-13,"#TUI shares are down 2.86% after reporting a Q3 pre-tax loss of £1.3bn

The travel stock is down 64% YTD

#COVID19… https://t.co/bn32s5vVU7"
"5861","HorizonRC","UK",2020-08-13,"6 practical tips to help you reopen pubs safely.
We are here to support you reopen and keep open, learn more about… https://t.co/U9zDOIzVXG"
"5862","Bob Hawkins","UK",2020-08-13,"New Zealand has done well, but they’re a special case with little relevance to the UK... Germany is a direct compar… https://t.co/KEDr9SwGEV"
